"*Ciliophora-Tetrahymena_malaccensis" 1.000 0.000 1.000 0.467 1.000 1.000 0.000 0.000 0.029 0.000 0.000 1.000 0.065 0.000 0.000 0.013 0.000 1.000 0.036 0.000 0.000 0.500 1.000 0.003 1.000 0.782 0.000 0.000 0.250 0.000 1.000 0.000 0.118 0.000 0.229 0.000 0.000 0.000 0.000 1.000 0.000 1.000 0.674 1.000 0.000 0.455 0.034 0.000 0.005 0.029 1.000 1.000 1.000 1.000 0.031 0.000 1.000 0.000 0.000 1.000 1.000 0.000 0.000 0.000
"Ciliophora-Paramecium_tetraurelia" 1.000 1.000 0.027 0.088 1.000 0.923 1.000 0.500 0.091 0.000 0.074 1.000 0.363 0.017 1.000 1.000 0.013 0.004 0.089 0.011 0.114 0.000 1.000 0.806 1.000 0.000 0.040 0.023 0.008 0.000 0.842 0.005 0.000 1.000 0.030 0.022 0.372 0.001 0.000 1.000 0.071 1.000 0.100 1.000 0.003 0.026 0.393 0.000 0.000 0.000 1.000 1.000 1.000 1.000 0.010 0.035 1.000 0.000 0.000 1.000 0.510 1.000 0.009 1.000
"Cryptophyta-Hemiselmis_andersenii" 1.000 1.000 1.000 0.571 1.000 1.000 0.000 0.000 0.000 0.030 0.143 1.000 0.115 0.429 1.000 0.000 0.250 0.000 0.000 0.000 0.250 0.000 1.000 1.000 1.000 0.423 0.000 0.400 0.200 0.000 0.000 0.000 0.000 0.667 0.333 0.000 0.000 0.000 0.000 1.000 0.400 1.000 0.009 1.000 0.103 0.000 0.414 0.000 0.000 0.000 1.000 1.000 1.000 1.000 0.000 0.000 1.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000
"*Streptophyta-Klebsormidium_flaccidum" 0.017 0.012 0.001 0.003 0.059 1.000 0.000 0.000 1.000 1.000 0.175 0.000 0.000 0.167 0.001 0.003 0.002 0.420 0.291 1.000 1.000 0.004 0.006 0.001 0.001 0.004 0.003 0.002 1.000 0.319 0.003 0.243 0.277 0.001 1.000 1.000 1.000 1.000 0.777 0.004 0.408 1.000 1.000 0.008 1.000 1.000 0.000 0.000 1.000 1.000 0.003 0.003 0.001 0.007 1.000 0.001 0.002 1.000 0.000 0.006 0.001 0.033 1.000 1.000
"Bacillariophyta-Thalassiosira_pseudonana" 1.000 1.000 0.392 0.016 1.000 0.003 0.000 0.000 0.173 0.190 0.210 0.002 1.000 0.008 0.033 0.206 0.019 0.270 0.066 1.000 1.000 0.076 0.342 0.812 1.000 0.014 0.844 0.039 0.000 0.007 0.016 0.061 1.000 0.684 0.067 1.000 1.000 0.099 1.000 0.117 0.102 1.000 1.000 0.044 0.084 0.062 0.019 1.000 1.000 0.100 0.096 1.000 1.000 1.000 0.017 0.004 0.504 0.052 0.000 0.164 1.000 0.075 0.250 1.000
"Chlorophyta-Coccomyxa_subellipsoidea" 0.003 0.017 0.000 0.000 0.017 1.000 0.000 0.000 1.000 1.000 0.070 0.002 0.009 0.926 0.017 0.029 0.005 1.000 0.484 0.423 1.000 0.050 0.021 0.029 0.005 0.000 0.019 0.020 1.000 0.401 0.000 0.037 0.099 0.020 1.000 1.000 0.472 1.000 0.158 0.001 1.000 1.000 1.000 0.001 1.000 1.000 0.009 0.002 1.000 1.000 0.000 0.004 0.000 0.002 1.000 0.008 0.003 1.000 0.000 0.003 0.004 0.077 1.000 1.000
"Chlorophyta-Ostreococcus_tauri" 0.000 0.212 0.046 0.004 0.238 1.000 0.000 0.000 1.000 1.000 1.000 0.006 1.000 0.054 0.000 0.000 0.002 0.005 0.135 1.000 1.000 0.070 0.002 0.001 0.369 0.000 0.035 0.802 1.000 0.711 0.003 1.000 1.000 0.352 0.284 1.000 1.000 1.000 1.000 0.130 0.009 1.000 1.000 0.042 1.000 1.000 0.000 0.054 1.000 0.821 0.067 0.082 0.222 0.050 0.867 0.006 0.009 1.000 0.000 0.056 0.009 0.007 0.021 1.000
"*Chlorophyta-Trebouxia_gelatinosa" 0.340 0.234 0.011 0.043 0.440 1.000 0.000 0.000 1.000 1.000 0.004 0.004 0.093 0.081 0.008 1.000 0.012 0.350 0.307 0.051 1.000 0.093 0.074 0.228 0.401 0.030 0.479 0.029 1.000 0.160 1.000 0.302 0.287 0.097 1.000 1.000 0.006 1.000 0.034 0.060 0.309 1.000 1.000 0.084 1.000 1.000 0.081 0.791 1.000 1.000 0.163 0.157 0.185 0.465 1.000 0.002 0.103 1.000 0.000 0.044 0.042 0.387 1.000 1.000
"*Ciliophora-Tetrahymena_elliotti" 1.000 1.000 0.471 0.632 1.000 0.280 0.000 0.000 0.007 0.024 0.053 1.000 0.149 0.000 0.079 0.856 0.086 0.000 0.000 0.000 0.014 0.000 1.000 1.000 1.000 0.028 1.000 0.000 0.000 0.000 0.875 0.000 0.035 1.000 0.012 0.014 0.000 0.019 0.000 1.000 0.000 1.000 0.109 1.000 0.009 0.010 0.367 0.000 0.000 0.026 1.000 1.000 1.000 1.000 0.000 0.009 1.000 0.086 0.000 1.000 1.000 0.174 0.087 1.000
"Ciliophora-Oxytricha_trifallax" 1.000 1.000 0.190 0.995 1.000 0.832 0.000 0.000 0.262 0.405 0.075 0.857 0.811 0.015 1.000 0.508 0.019 0.000 0.034 0.005 0.010 0.010 1.000 1.000 1.000 1.000 0.198 0.008 0.000 0.000 0.304 0.000 0.004 1.000 0.004 0.313 0.000 0.070 0.000 1.000 0.031 1.000 0.483 1.000 0.000 0.005 0.170 0.055 0.087 0.020 1.000 1.000 1.000 1.000 0.055 0.055 1.000 0.093 0.000 1.000 0.851 1.000 0.070 1.000
"Cryptophyta-Guillardia_theta" 1.000 1.000 0.125 0.643 1.000 0.500 0.000 0.000 0.000 0.000 0.000 1.000 0.176 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.500 0.000 0.667 0.000 0.000 0.000 0.000 0.000 1.000 0.000 0.000 1.000 0.000 0.000 0.000 1.000 0.000 1.000 0.000 1.000 0.000 1.000 0.000 0.000 0.390 0.000 0.333 0.000 1.000 0.000 1.000 1.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 0.000 0.000
"*Rhodophyta-Porphyridium_purpureum" 0.045 0.032 0.007 0.036 0.812 1.000 0.000 0.000 1.000 1.000 0.755 0.000 0.131 0.442 0.003 0.131 0.003 0.550 0.586 1.000 1.000 0.010 0.020 0.025 0.118 0.031 0.008 0.008 1.000 0.902 0.075 0.133 0.236 0.061 1.000 1.000 1.000 1.000 1.000 0.103 0.361 1.000 1.000 0.037 1.000 1.000 0.010 0.045 1.000 1.000 0.010 0.115 0.094 0.492 1.000 0.004 0.012 1.000 0.000 0.074 0.019 0.155 0.322 1.000
"Bacillariophyta-Thalassiosira_oceanica" 0.000 0.003 0.017 0.012 0.005 1.000 0.000 0.000 1.000 1.000 1.000 0.000 0.001 0.450 0.004 0.014 0.001 1.000 1.000 0.732 0.431 0.050 0.000 0.000 0.001 0.006 0.014 0.010 0.868 1.000 0.014 0.824 0.548 0.015 1.000 1.000 1.000 1.000 1.000 0.001 0.423 1.000 1.000 0.012 1.000 1.000 0.019 1.000 1.000 0.721 0.007 0.000 0.000 0.000 0.539 0.001 0.005 1.000 0.000 0.001 0.000 0.010 0.934 1.000
"Chlorophyta-Chlorella_variabilis" 0.019 0.014 0.003 0.039 0.322 1.000 0.000 0.000 1.000 1.000 0.072 0.000 0.003 0.022 0.006 0.023 0.013 0.158 0.002 1.000 1.000 0.003 0.000 0.015 0.177 0.005 0.050 0.005 0.801 0.001 0.088 1.000 1.000 0.053 0.672 1.000 1.000 1.000 1.000 0.015 0.330 1.000 1.000 0.006 1.000 1.000 0.015 0.024 1.000 1.000 0.000 0.019 0.000 0.015 1.000 0.002 0.066 1.000 0.000 0.009 0.000 0.178 0.020 1.000
"Chlorophyta-Ostreococcus_lucimarinus" 0.011 0.008 0.016 0.006 0.240 1.000 0.000 0.000 1.000 1.000 0.423 0.007 0.074 0.003 0.009 0.000 0.002 0.001 0.205 1.000 1.000 0.007 0.005 0.000 0.134 0.002 0.000 0.857 1.000 0.236 0.002 0.556 1.000 0.263 0.559 1.000 1.000 1.000 1.000 0.066 0.003 1.000 1.000 0.136 1.000 1.000 0.009 0.335 1.000 1.000 0.063 0.007 0.094 0.023 1.000 0.000 0.000 1.000 0.000 0.199 0.000 0.000 0.009 1.000
"Rhodophyta-Cyanidioschyzon_merolae" 0.253 0.096 0.310 0.414 0.837 1.000 0.000 0.000 1.000 1.000 1.000 0.012 0.045 0.508 0.117 0.136 0.167 0.346 0.296 1.000 1.000 0.314 0.129 0.147 0.474 0.122 0.109 0.152 1.000 0.280 0.070 0.448 0.058 0.174 1.000 1.000 1.000 1.000 1.000 0.027 0.110 1.000 1.000 0.063 1.000 1.000 0.053 0.014 1.000 0.539 0.004 0.394 0.068 0.441 1.000 0.031 0.123 1.000 0.000 0.016 0.188 0.058 0.095 1.000
"*Ciliophora-Paramecium_caudatum" 1.000 1.000 0.505 0.239 1.000 0.000 1.000 1.000 0.000 0.000 0.000 1.000 0.018 0.000 0.457 1.000 1.000 0.000 0.000 0.000 0.000 0.000 0.897 0.036 1.000 0.061 0.042 0.000 0.000 0.000 1.000 0.000 0.018 1.000 0.007 0.000 0.000 0.005 0.000 1.000 0.000 1.000 0.018 1.000 0.000 0.004 1.000 0.000 0.000 0.065 1.000 1.000 1.000 0.858 0.000 0.055 0.101 0.000 0.000 1.000 1.000 1.000 0.000 1.000
"*Streptophyta-Spirodela_polyrhiza" 0.001 0.010 0.005 0.010 0.000 1.000 0.000 0.000 1.000 1.000 0.076 0.003 0.002 1.000 0.001 0.000 0.000 1.000 1.000 0.112 0.409 0.003 0.005 0.007 0.022 0.007 0.004 0.014 1.000 1.000 0.004 0.432 0.242 0.003 1.000 1.000 0.122 1.000 0.165 0.012 1.000 1.000 1.000 0.010 1.000 1.000 0.001 0.308 1.000 0.254 0.003 0.022 0.007 0.001 0.228 0.002 0.008 1.000 0.000 0.012 0.006 0.001 1.000 1.000
"Ciliophora-Stylonychia_lemnae" 1.000 1.000 0.179 1.000 1.000 0.214 1.000 0.000 0.006 0.372 0.016 1.000 0.383 0.008 0.906 0.378 0.097 0.000 0.006 0.000 0.063 0.000 1.000 1.000 1.000 0.996 1.000 0.006 0.000 0.000 0.240 0.000 0.010 1.000 0.000 0.432 0.034 0.005 0.000 1.000 0.011 1.000 0.644 1.000 0.130 0.002 0.345 0.000 0.006 0.024 1.000 1.000 1.000 1.000 0.022 0.347 1.000 0.000 0.000 1.000 0.031 0.448 0.104 1.000
"Rhodophyta-Galdieria_sulphuraria" 1.000 1.000 0.401 1.000 1.000 0.006 0.000 0.000 0.005 0.016 0.005 0.555 1.000 0.010 0.289 1.000 0.358 0.203 0.000 0.102 0.381 0.771 1.000 0.901 1.000 0.068 1.000 0.017 0.000 0.004 0.204 0.000 0.016 1.000 0.038 0.061 0.021 0.008 0.043 1.000 0.000 1.000 0.604 1.000 0.043 0.247 0.191 0.000 0.011 0.015 1.000 1.000 1.000 1.000 0.006 0.053 1.000 0.025 0.000 1.000 0.820 0.768 0.029 1.000
"Apicomplexa-Perkinsus_marinus" 0.350 0.100 1.000 0.888 0.019 1.000 0.000 0.000 1.000 1.000 0.087 0.001 0.325 1.000 0.012 0.003 0.006 1.000 1.000 0.009 0.098 1.000 0.550 0.897 1.000 0.508 0.841 0.003 0.268 1.000 0.001 0.001 0.002 0.085 0.333 1.000 0.005 0.381 0.047 0.032 0.696 1.000 1.000 0.014 1.000 1.000 0.000 0.179 1.000 0.175 0.085 0.864 0.112 0.308 0.039 0.002 1.000 1.000 0.000 0.074 0.080 0.004 1.000 1.000
"Chlorophyta-Auxenochlorella_protothecoides" 0.099 0.000 0.004 0.022 0.000 1.000 0.000 0.000 1.000 1.000 1.000 0.000 0.000 0.248 0.007 0.012 0.003 0.489 0.000 1.000 1.000 0.012 0.003 0.002 0.016 0.001 0.029 0.004 1.000 0.001 0.000 0.004 0.240 0.000 1.000 1.000 1.000 1.000 0.250 0.027 0.014 1.000 1.000 0.000 1.000 1.000 0.000 0.002 1.000 0.168 0.000 0.008 0.019 0.207 1.000 0.001 0.000 1.000 0.000 0.011 0.000 0.000 1.000 1.000
"Chlorophyta-Helicosporidium" 0.000 0.000 0.007 0.014 0.000 1.000 0.000 0.000 1.000 1.000 0.203 0.000 0.000 0.770 0.000 0.003 0.000 0.781 0.009 1.000 1.000 0.000 0.004 0.006 0.028 0.003 0.062 0.020 1.000 0.090 0.000 0.056 0.000 0.000 1.000 1.000 1.000 1.000 0.288 0.015 0.097 1.000 1.000 0.000 1.000 1.000 0.011 0.015 1.000 1.000 0.000 0.000 0.000 0.000 1.000 0.000 0.000 1.000 0.000 0.007 0.000 0.000 1.000 1.000
"Chlorophyta-Volvox_carteri" 0.062 0.090 0.098 0.037 0.020 1.000 0.000 0.000 1.000 1.000 0.191 0.001 0.056 0.335 0.043 0.101 0.013 0.135 0.043 1.000 1.000 0.230 0.028 0.355 0.331 0.045 0.012 0.138 0.537 0.014 0.014 1.000 1.000 0.047 0.557 1.000 1.000 1.000 1.000 0.043 0.399 1.000 1.000 0.034 1.000 1.000 0.194 0.853 1.000 1.000 0.147 0.065 0.101 0.529 1.000 0.004 0.252 1.000 0.000 0.025 0.186 0.847 0.435 1.000
"*Ciliophora-Paramecium_sexaurelia" 1.000 1.000 0.604 0.097 1.000 0.037 0.000 0.000 0.020 0.000 0.000 1.000 0.040 0.000 1.000 1.000 0.656 0.000 0.000 0.012 0.031 0.000 1.000 0.181 1.000 0.007 1.000 0.007 0.000 0.000 0.796 0.000 0.018 1.000 0.011 0.007 0.000 0.020 0.000 1.000 0.000 1.000 0.000 1.000 0.019 0.000 0.696 0.000 0.036 0.113 1.000 1.000 1.000 1.000 0.000 0.000 1.000 0.059 0.000 1.000 0.435 0.031 0.000 1.000
"Chlorophyta-Nonlabens_ulvanivorans" 1.000 1.000 1.000 1.000 1.000 0.333 0.000 0.000 0.000 0.000 0.000 1.000 0.080 0.000 0.024 0.994 0.565 0.000 0.022 0.013 0.065 0.435 1.000 1.000 1.000 0.120 1.000 0.043 0.000 0.000 0.750 0.000 0.000 0.392 0.051 0.126 0.000 0.167 0.000 1.000 0.023 1.000 0.196 1.000 0.031 0.054 0.235 0.087 0.160 0.098 1.000 1.000 1.000 1.000 0.096 0.184 1.000 0.036 0.000 1.000 0.073 0.346 0.000 1.000
"Ciliophora-Tetrahymena_thermophila" 1.000 0.075 1.000 1.000 1.000 1.000 1.000 0.000 0.006 0.128 0.000 1.000 0.034 0.017 0.301 0.934 0.085 0.000 0.034 0.001 0.068 0.038 1.000 1.000 1.000 0.002 1.000 0.000 0.000 0.002 0.400 0.000 0.000 0.236 0.068 0.004 0.040 0.058 0.000 1.000 0.000 1.000 0.950 1.000 0.000 0.023 0.066 0.000 0.061 0.002 1.000 1.000 1.000 1.000 0.000 0.002 1.000 0.000 0.000 1.000 0.000 0.123 0.000 1.000
"Streptophyta-Physcomitrella_patens" 1.000 1.000 0.715 1.000 1.000 0.000 0.000 0.000 0.028 0.075 0.000 0.545 1.000 0.007 0.179 0.556 0.990 0.007 0.421 0.015 0.853 0.033 1.000 1.000 1.000 0.538 0.028 0.511 0.000 0.272 0.343 0.038 0.012 1.000 0.001 0.135 0.027 0.374 0.001 1.000 0.003 1.000 1.000 0.709 0.030 0.007 1.000 0.467 0.001 0.203 1.000 1.000 1.000 0.598 0.008 0.004 1.000 0.014 0.000 1.000 0.124 1.000 0.000 1.000
"Apicomplexa-Toxoplasma_gondii" 0.500 0.406 0.125 0.376 1.000 1.000 0.000 0.000 1.000 0.569 0.419 0.034 0.247 0.615 0.308 1.000 0.051 0.093 0.265 0.438 1.000 0.048 0.096 0.086 0.398 0.438 0.885 0.096 0.154 0.517 0.454 0.080 0.377 1.000 0.316 0.562 1.000 1.000 1.000 1.000 0.093 1.000 1.000 0.080 1.000 1.000 0.108 0.169 1.000 1.000 1.000 0.926 0.134 0.189 1.000 0.112 0.104 1.000 0.000 0.325 0.470 0.904 0.212 1.000
"Chlorophyta-Bathycoccus_prasinos" 0.205 0.208 0.003 0.286 1.000 1.000 0.000 0.000 1.000 0.985 1.000 0.416 1.000 0.582 0.929 0.117 0.865 0.036 0.423 1.000 1.000 0.004 0.808 0.114 0.463 0.035 0.500 0.404 0.060 0.098 0.248 0.007 0.075 1.000 0.054 0.271 1.000 1.000 0.543 1.000 0.138 1.000 1.000 0.968 1.000 1.000 0.948 0.738 0.287 0.939 1.000 0.545 0.157 0.672 0.254 0.012 0.179 1.000 0.000 1.000 0.653 1.000 0.174 1.000
"Chlorophyta-Micromonas_pusilla_CCMP1545" 0.114 0.261 0.025 0.027 0.000 1.000 0.000 0.000 1.000 1.000 1.000 0.017 0.038 0.984 0.065 0.000 0.003 0.114 1.000 1.000 0.209 0.003 0.029 0.009 0.015 0.017 0.089 0.103 1.000 1.000 0.002 0.071 0.174 0.036 1.000 1.000 1.000 1.000 1.000 0.126 0.179 1.000 1.000 0.084 1.000 1.000 0.022 0.111 1.000 0.914 0.050 0.000 0.030 0.022 0.063 0.004 0.012 1.000 0.000 0.255 0.005 0.000 0.511 1.000
"Haptophyta-Emiliania_huxleyi" 0.114 0.319 0.025 0.009 0.009 1.000 0.000 0.000 1.000 1.000 1.000 0.001 0.038 0.012 0.000 0.013 0.008 0.103 0.212 1.000 1.000 0.008 0.000 0.004 0.011 0.016 0.007 0.062 1.000 0.211 0.020 0.077 0.044 0.005 1.000 1.000 1.000 1.000 1.000 0.002 0.135 1.000 1.000 0.002 1.000 1.000 0.039 0.031 1.000 0.254 0.005 0.054 0.024 0.010 1.000 0.000 0.024 1.000 0.000 0.001 0.012 0.007 0.124 1.000
"Metagenomic 7" 0.023 0.097 0.615 0.157 0.023 1.000 1.000 0.235 1.000 1.000 0.035 0.005 0.110 1.000 0.018 0.015 0.003 1.000 1.000 0.019 0.345 0.512 0.209 0.269 0.261 0.210 0.120 0.013 0.547 1.000 0.010 0.016 0.042 0.528 1.000 1.000 0.022 1.000 0.064 0.137 1.000 1.000 1.000 0.029 1.000 1.000 0.000 0.796 1.000 0.142 1.000 0.100 0.013 0.103 0.409 0.003 0.114 1.000 0.000 0.075 0.015 0.075 1.000 1.000
